name,price,type,efficiency,wattage,modular,color
Montech GAMMA II,,ATX,gold,650,False,Black
be quiet! Dark Power Pro 10,,ATX,platinum,850,Semi,
E-Power EP-500NE-XV,,ATX,,500,False,
Antec VP PLUS,,ATX,plus,500,False,
FSP Group Twins,,ATX,gold,500,False,
XFX TS,,ATX,bronze,430,False,
Raidmax Scorpio,,ATX,bronze,735,Semi,
LEPA B650-SA,,ATX,bronze,650,False,
Super Flower Leadex III Super Pro,,ATX,bronze,750,Full,Black
In Win IP-S350CQ2-0T,,ATX,,350,False,
Enermax REVOLUTION X't II,,ATX,gold,650,Semi,
Antec NE450M,,ATX,bronze,450,Semi,
In Win GreenMe 650,,ATX,bronze,650,False,
Raidmax RX-700AC,,ATX,bronze,700,Semi,
Diablotek PHD350,,ATX,,350,False,
Antec High Current Pro,,ATX,platinum,850,Full,
Zalman zm-550-XG,,ATX,gold,550,Semi,
be quiet! Pure Power 9,,ATX,silver,400,Semi,
NZXT HALE 90,,ATX,gold,850,Full,
FSP Group DAGGER PRO ATX3.0,,SFX,gold,750,Semi,Black
SeaSonic PRIME Platinum,,ATX,platinum,650,Full,
Ultra LSP650,,ATX,,650,False,
Sentey MBP HM,,ATX,bronze,550,Semi,Black
Corsair TX650 V2,,ATX,bronze,650,False,
FSP Group FSP270-60LE,,Mini ITX,plus,270,False,
Cougar GX V3,,ATX,gold,800,Semi,Black / Gold
Enermax ENP450AST,,ATX,,450,False,
Thermaltake Toughpower Grand,,ATX,gold,1200,False,
Thermaltake Toughpower Grand,,ATX,gold,750,Full,
Xilence Performance A+ III,,ATX,bronze,650,False,Black / Red
be quiet! Pure Power L8,,ATX,bronze,700,False,
XFX P1-650S-NLB9,,ATX,bronze,650,False,
Raidmax Cobra,,ATX,gold,1000,Semi,
Cougar GX-F,,ATX,gold,550,Full,Black / Orange
Cougar GX-F,,ATX,gold,750,Full,Black / Orange
Silverstone Strider,,ATX,plus,400,False,
Cougar CMD 500,,ATX,bronze,500,Semi,Black / Blue
XFX ProSeries,,ATX,silver,750,Semi,
Antec Earthwatts Green,,ATX,bronze,750,False,
SeaSonic SS-500ET Bronze,,ATX,bronze,500,False,
Cooler Master New GX,,ATX,bronze,450,False,
Fractal Design Integra M,,ATX,bronze,450,Semi,
OCZ ZS,,ATX,bronze,550,False,
Raidmax Cobra,,ATX,gold,1200,Semi,Black / Gold
Thermaltake Toughpower,,ATX,gold,1500,Semi,
Thermaltake TR2,,ATX,bronze,450,False,
OCZ ZS,,ATX,bronze,650,False,
Athena Power AP-P4ATX80FEP8,,ATX,bronze,800,False,
be quiet! Straight Power 10,,ATX,gold,700,False,
Cougar COUGAR-A560,,ATX,bronze,560,False,
Thortech Thunderbolt,,ATX,gold,1000,Full,
Thortech Thunderbolt,,ATX,gold,650,Full,
StarTech ATX2PW550WH,,ATX,plus,550,False,
SeaSonic PRIME Gold,,ATX,gold,850,Full,
Cooler Master New GX,,ATX,bronze,450,False,
Super Flower Leadex V Gold Pro,,ATX,gold,1000,Full,Black
Ultra X4 Special Edition,,ATX,bronze,1000,Full,
Super Flower Golden Green HX,,ATX,gold,550,False,
Kingwin ABT-650MM,,ATX,,650,False,
Super Flower SF-1000F14MP Black,,ATX,platinum,1000,Full,
iTek GF EVO,,ATX,gold,1000,Full,Black
Antec Earthwatts,124.98,ATX,bronze,500,False,
Cooler Master V550S,,ATX,gold,550,Semi,
Raidmax Vampire,,ATX,gold,1000,Semi,
Deepcool PM700D,,ATX,gold,700,False,Black
Thermaltake Toughpower,,ATX,silver,1500,Semi,
Corsair GS500,,ATX,plus,500,False,
Rosewill CAPSTONE-1000-M,,ATX,gold,1000,Semi,
Fractal Design Edison M,,ATX,gold,750,Semi,
Ultra ULT-LS500,,ATX,,500,False,Silver
XFX P1-650X-CAG9,,ATX,bronze,650,Full,
Zalman ZM460B-APS,,ATX,,460,False,
Rosewill Capstone,,ATX,gold,450,False,
Rosewill Capstone,,ATX,gold,550,False,
XFX ProSeries,,ATX,platinum,1000,Full,
XFX ProSeries,,ATX,gold,1250,Full,
SeaSonic M12II,,ATX,bronze,850,Semi,
Cooler Master Silent Pro Hybrid,,ATX,gold,850,Full,
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
NZXT HALE90 V2 1200W,,ATX,gold,1200,Full,
Enermax RevoBron TGA,,ATX,bronze,700,Semi,Black
Antec Earthwatts Green,,ATX,plus,430,False,
Antec True Power,,ATX,bronze,1000,Full,
Apevia ATX-AS500W-BK,,ATX,,500,False,
Apevia ATX-AS520W-BK,,ATX,,520,False,
Apevia ATX-AS600W-BL,,ATX,,600,False,
Apevia ATX-IB680W-BL,,ATX,,680,False,
Apevia ATX-IB680W-GN,,ATX,,680,False,
Mushkin MKNPSJL800,,ATX,silver,800,False,
HEC HEC350TEWX,,ATX,plus,350,False,
HEC X-Power Pro 600,,ATX,,600,False,
CoolMax CA-300,,ATX,,300,False,
VisionTek 900349,,ATX,bronze,800,False,
CoolMax NW-650B,,ATX,,650,False,
OCZ StealthXstream II,,ATX,plus,500,False,
OCZ EliteXStream,,ATX,plus,800,False,
Rosewill RX750-S-B,,ATX,plus,750,False,
Silverstone DA750,,ATX,,750,Full,
Silverstone Strider,,ATX,bronze,650,False,
Silverstone Strider,,ATX,bronze,750,False,
Zalman ZM660-XT,,ATX,bronze,660,Full,
SeaSonic X,,ATX,gold,560,Full,
Enermax NAXN ADV.,,ATX,bronze,650,Semi,
FSP Group AURUM S 500W,,ATX,gold,500,False,
Rosewill Quark 750,,ATX,platinum,750,Full,
Antec Earthwatts,,ATX,platinum,450,False,
Antec Earthwatts,,ATX,bronze,550,False,
Enermax ERV1000EWT-G,,ATX,gold,1000,Semi,
GameMax GM,,ATX,gold,1650,False,Black
SeaSonic M12II 850 EVO,,ATX,bronze,850,Full,Black
be quiet! Dark Power Pro 10,,ATX,gold,1200,Semi,
be quiet! Dark Power Pro 10,,ATX,gold,1000,Semi,
LEPA MaxBron,,ATX,bronze,650,Semi,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,850,Full,
Topower TOP-800WB,,ATX,bronze,800,False,
Antec NeoECO Platinum,,ATX,platinum,850,Full,Black
Antec High Current Gamer,,ATX,bronze,850,Full,Black
Raidmax Scorpio,,ATX,bronze,635,Semi,
Cooler Master M620,,ATX,plus,620,Semi,
Ultra LSP,,ATX,,550,False,
GAMDIAS ASTRAPE M1,,ATX,plus,650,False,Black / Multicolor
GAMDIAS ASTRAPE P1 G,,ATX,gold,750,Full,Black / Multicolor
CoolMax V-600,,ATX,,600,False,
Athena Power AP-TFX30,,TFX,,300,False,
Cougar GX-S,,ATX,gold,450,False,
Xigmatek NRP-MC802,,ATX,bronze,800,Full,
Silverstone Strider,,ATX,bronze,700,False,
Silverstone Strider,,ATX,gold,500,False,
NZXT HALE 90,,ATX,gold,750,Full,
RIOTORO BUILDER,,ATX,gold,1200,Full,Black / Red
Sentey MBP HM,,ATX,bronze,850,Semi,Black
FSP Group Hydro X,,ATX,gold,450,False,
Antec VP,,ATX,plus,630,False,
NZXT HALE82N 550W,,ATX,bronze,550,False,
Enermax EMG900EWT,,ATX,gold,900,Full,
NZXT HALE82N 650W,,ATX,bronze,650,False,
Fractal Design Tesla R2,,ATX,gold,800,False,
OCZ ZX,,ATX,gold,1000,Full,
Lian Li PE,,SFX,gold,550,Full,
Enermax ENP500AWT,,ATX,plus,500,False,
OCZ ZX,,ATX,gold,1250,Full,
Thermaltake Toughpower Grand,,ATX,gold,850,False,
Thermaltake Toughpower Grand,,ATX,gold,850,Full,
FSP Group AURUM GOLD 400,,ATX,gold,400,False,
BFG BFGR650WGSPSU,,ATX,,650,False,
Cooler Master Hyper White,,ATX,plus,400,False,Black
Rosewill Capstone G750,,ATX,gold,750,Semi,
Rosewill Capstone G1000,,ATX,gold,1000,Semi,
G.Skill PS850P,,ATX,platinum,850,Full,Black
Thermaltake Toughpower,,ATX,silver,1200,Semi,
Cougar CMD 600,,ATX,bronze,600,Semi,Black / Blue
Cooler Master VSM,,ATX,gold,650,Semi,
LC-Power LC1000 V2.4,,ATX,platinum,1000,Full,Black
Diablotek PSDA300,,ATX,,300,False,
Antec High Current Pro,,ATX,gold,850,Semi,
Rosewill ARC M650,,ATX,bronze,650,Semi,
Fractal Design Tesla R2,,ATX,gold,650,False,
Fractal Design Integra R2,,ATX,bronze,500,False,
Fractal Design Tesla R2,,ATX,gold,650,False,
Fractal Design Integra R2,,ATX,bronze,650,False,
Linkworld LPK2-30-P4,,ATX,,500,False,
Enermax REVOLUTION DUO,,ATX,gold,700,False,Black
Sentey ERP-700-SS,,ATX,,700,False,
Sentey ERP-500-SM,,ATX,,500,Full,
Antec High Current Gamer Extreme,,ATX,gold,850,Full,
Cooler Master MasterWatt,,ATX,bronze,450,Semi,Black
Ultra X4 Special Edition,,ATX,bronze,850,Full,
Super Flower Golden Silent,,ATX,gold,430,Semi,
LC-Power LC6460GP3 V2.3 230V,,ATX,silver,460,False,Black
Super Flower Leadex Gold,,ATX,gold,750,Full,
Thermaltake German,,ATX,gold,650,Semi,
LEPA G800-MB,,ATX,gold,800,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
StarTech ATX2POWER350,,ATX,,350,False,
Antec High Current Gamer,249.99,ATX,bronze,400,False,
SeaSonic Platinum,128.04,ATX,bronze,600,False,
Apex AL-A400ATX,80.0,ATX,,400,False,
Noua Volture GX-MV,,ATX,gold,850,Full,Black
Super Flower LEADEX Special Edition,,ATX,platinum,1000,Full,Black
Rosewill VALENS-500,,ATX,gold,500,False,
Rosewill VALENS-600M,,ATX,gold,600,Semi,
Raidmax Vampire,,ATX,gold,700,Semi,
LC-Power LC6450 V2.3,,ATX,bronze,450,False,Black
Enermax REVOLUTION X't,,ATX,gold,630,Semi,
Ultra X4,,ATX,bronze,750,Full,
Ultra X4,,ATX,silver,1050,Full,
XFX XTR,,ATX,gold,550,Full,
Fractal Design Edison M,,ATX,gold,450,Semi,
Fractal Design Edison M,,ATX,gold,550,Semi,
FirePower ZX,,ATX,gold,850,Full,
Thermaltake Toughpower Grand,,ATX,platinum,1200,Full,
Super Flower Leadex Platinum,,ATX,platinum,750,Full,Black
Rocketfish RF-900WPS,,ATX,,900,Full,
Thermaltake Toughpower XT,,ATX,gold,1475,Semi,
Thermaltake Toughpower XT,,ATX,gold,1375,Semi,
Rosewill RD-Z,,ATX,plus,500,False,Black
PC Power & Cooling Silencer MK III,,ATX,bronze,400,Semi,
SeaSonic PRIME Ultra Gold 550,,ATX,gold,550,Full,Black
In Win Commander III,,ATX,gold,800,Semi,
Cooler Master Silent Pro Hybrid,,ATX,gold,1050,Full,
E-Power EP-600NE-XV,,ATX,,600,False,
LEPA G1000-MA,,ATX,gold,1000,Semi,
In Win Commander III 600,,ATX,gold,600,Semi,
Cougar RX600,,ATX,plus,600,False,
Antec Basiq,,ATX,,500,False,
Cougar RX500,,ATX,plus,500,False,
Antec Earthwatts,,ATX,plus,750,False,
Antec NeoECO,,ATX,plus,400,False,
Antec True Power,,ATX,bronze,750,Full,
Antec True Power,,ATX,silver,1200,Full,
Apevia ITX-AP250W,,Mini ITX,,250,False,
HEC HP485D Retail,,ATX,,485,False,
XFX ProSeries,,ATX,gold,1050,Full,
CoolMax CL-700B,,ATX,,700,False,
CoolMax CUL-650B,,ATX,,650,Semi,
Enermax EGX1250EWT,,ATX,bronze,1250,Semi,
Enermax EMG800EWT,,ATX,gold,800,Full,
OCZ Z Series Gold,,ATX,gold,1000,Semi,
Raidmax RX-1000AE,,ATX,gold,1000,Semi,
Raidmax RX-600AF,,ATX,bronze,600,False,
Rosewill Libertas,,ATX,plus,650,Full,
Rosewill Libertas,,ATX,bronze,800,Full,
Rosewill Lightning,,ATX,gold,800,Semi,
Silverstone Strider,,ATX,gold,1200,Full,
Rosewill RV350,,ATX,,350,False,
Silverstone DA700,,ATX,,700,Full,
Silverstone Strider,,ATX,gold,1000,Semi,
Thermaltake Toughpower,,ATX,silver,1350,Semi,
Thermaltake TR2,,ATX,bronze,500,False,
Thermaltake TR2,,ATX,plus,1000,Semi,
Thermaltake TR2,,ATX,,650,Full,
Thermaltake TR2,,ATX,gold,500,False,
Rosewill Quark 650,,ATX,platinum,650,Full,
SeaSonic SSP-550RT,,ATX,gold,550,False,
SeaSonic SSP-650RT,,ATX,gold,650,False,
Xion AXP-850K14XE,,ATX,bronze,850,Semi,
Xion AXP-1000K14XE,,ATX,bronze,1000,Semi,
Apevia Raptor,,ATX,,450,False,Black / Red
Thortech Thunderbolt,,ATX,gold,1200,Full,
Enermax EPM750AWT,,ATX,platinum,750,Semi,
Enermax EPM600AWT,,ATX,platinum,600,Semi,
Enermax RevoBron,,ATX,bronze,600,Semi,
Thermaltake Toughpower,,ATX,plus,1000,False,
Cougar RSB400,,ATX,plus,400,False,
FSP Group AU-1000PRO,,ATX,gold,1000,False,
FSP Group AU-850PRO,,ATX,gold,850,False,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,750,Full,
Topower ZU-750W,,ATX,,750,False,
Topower TOP-600WB,,ATX,bronze,600,False,
Topower TOP-400W80,,ATX,plus,400,False,
Enermax Platimax,,ATX,platinum,500,Semi,
FSP Group Twins,,ATX,gold,700,False,
Rosewill TOKAMAK 1200,,ATX,titanium,1200,Full,
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
Super Flower SF-750F14TG,,ATX,gold,750,Full,Black
Thermaltake Smart,,ATX,bronze,1000,Semi,
Silverstone Strider,,ATX,bronze,600,False,
Silverstone Strider,,ATX,gold,600,False,
Raidmax RX-835AP,,ATX,bronze,835,Semi,
Athena Power AP-P4ATX95FEPC,,ATX,plus,950,False,
Athena Power AP-MPS3ATX30H,,ATX,,300,False,
Cooler Master Silent Pro M2,,ATX,silver,1500,Semi,
Xigmatek ACXTNRP-PC402,,ATX,bronze,400,False,
XClio DIAMONDPOWER 1080W,,ATX,,1080,False,
Enermax DIGIFANLESS,,ATX,platinum,550,Full,
Apevia ATX-AS680W-BK,,ATX,,680,False,
Rosewill Fortress,,ATX,platinum,650,False,
XFX P1-750X-XXB9,,ATX,bronze,750,Semi,
Segotep GM,,ATX,gold,1000,Full,White
PC Power & Cooling S47ATX-B,,ATX,,470,False,
Kingwin Lazer,,ATX,bronze,1000,Semi,
Kingwin Mach 1,,ATX,bronze,1000,Semi,
PC Power & Cooling Silencer,,ATX,silver,760,False,
OCZ StealthXStream,,ATX,,700,False,
LEPA P1375-MA,,ATX,platinum,1375,Full,
NZXT HALE82N 750W,,ATX,bronze,750,False,
In Win IP-P300BN7-2,,ATX,plus,300,False,
OCZ ZX,,ATX,gold,850,Semi,
FSP Group ATX350-PNT,,ATX,,350,False,
CoolMax ZPG-500B,,ATX,gold,500,False,
Noua Hyper ZR55,,ATX,bronze,550,False,Black
Enermax MaxTytan,,ATX,titanium,1250,Full,Black / Silver
Thermaltake Toughpower Grand,,ATX,gold,1050,False,
PC Power & Cooling Silencer Mk II,,ATX,bronze,500,False,
Raidmax RX-535AP,,ATX,bronze,535,Semi,
Raidmax Cobra,,ATX,gold,500,False,
Thermaltake Toughpower XT,,ATX,bronze,650,Full,
XFX P1-450S-XXB9,,ATX,bronze,450,False,
RIOTORO ONYX 650,,ATX,bronze,650,Semi,
Rosewill SilentNight-500,,ATX,platinum,500,Semi,
FSP Group AURUM GOLD 500,,ATX,gold,500,False,
FSP Group AURUM GOLD 600,,ATX,gold,600,False,
Cooler Master Silent Pro Platinum,,ATX,platinum,550,Semi,
Anima APII500,,ATX,,500,False,Black / Green
Enermax REVOLUTION DUO,,ATX,gold,600,False,
Rosewill G650,,ATX,gold,650,Semi,
Enermax REVOLUTION SFX,,SFX,gold,550,Full,
G.Skill PS1250P,,ATX,platinum,1250,Full,Black
SeaSonic Platinum,,ATX,platinum,760,Full,
FSP Group AURUM 92+,,ATX,platinum,650,Semi,
LEPA MaxBron,,ATX,bronze,450,Semi,
LEPA MX-F1,,ATX,,400,False,
Kingwin ABT-750MM,,ATX,,750,False,
Fractal Design Tesla R2,,ATX,gold,1000,False,
XFX ProSeries,,ATX,silver,850,Semi,
Cougar CMX850V3,,ATX,bronze,850,Semi,
SeaSonic M12II,,ATX,bronze,850,Full,
SeaSonic SS-500ES Bronze,,ATX,bronze,500,False,
Thermaltake Toughpower DPS G,,ATX,gold,1050,Full,
Topower TOP-1000WG,,ATX,gold,1000,False,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
BitFenix Fury,,ATX,gold,750,Semi,
Xilence XP730R8,,ATX,bronze,730,False,Black / Red
Mistel MX550 FANLESS,,ATX,gold,550,Full,Black
Inter-Tech Coba Nitrox Nobility,,ATX,silver,800,Semi,Black / Orange
Inter-Tech Coba Nitrox Nobility,,ATX,silver,900,Semi,Black / Orange
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
Cyonic AU-650X,,ATX,gold,650,Full,
Sentey GSP650-SM,,ATX,gold,650,Full,
Cougar COUGAR-SX700,,ATX,silver,700,False,
Cougar COUGAR-700CMX,,ATX,bronze,700,False,
Thortech Thunderbolt,,ATX,gold,850,Full,
Sparkle SPI300GLS-B204,,SFX,,300,False,
Azza PSAZ-850B14,,ATX,,850,False,
Xion XON-850P14F,,ATX,,850,False,
Apevia AD,,ATX,,500,False,Black
Apevia Astro,,ATX,,500,False,Black
Diablotek PSUL575,,ATX,,575,False,
Cougar A,,ATX,bronze,660,False,Black
Super Flower Leadex Gold,,ATX,gold,1000,Full,
Super Flower Leadex Gold,,ATX,gold,850,Full,
XFX P1-550S-XXBA,,ATX,bronze,550,False,
Rosewill Tachyon 1200,,ATX,platinum,1200,Full,Black
Antec VP-P,,ATX,,450,False,
Enermax MaxTytan,,ATX,titanium,800,Full,
StarTech ATX2PW500PRO,167.75,ATX,,500,False,
FSP Group FSP300-60SGV,79.98,TFX,gold,300,False,
Noua Volture X GX-MVX,,ATX,gold,850,Full,Black
XFX P1-750S-NLB9,,ATX,bronze,750,False,
Rosewill VALENS-500M,,ATX,gold,500,Semi,
Rosewill VALENS-700,,ATX,gold,700,False,
Cooler Master Silent Pro Gold,,ATX,gold,550,False,
Antec VP,,ATX,,700,False,
Enermax EPM1200EWT,,ATX,platinum,1200,Full,
Topower TOP-1000P12-ADJ,,ATX,,1000,Semi,
Antec High Current Pro,,ATX,platinum,750,Full,
Ultra LSP,,ATX,,450,False,
be quiet! TFX Power 2,,TFX,bronze,300,False,
be quiet! TFX Power 2,,TFX,gold,300,False,
Enermax REVOLUTION87+,,ATX,gold,550,Semi,
Kingwin Lazer Platinum,,ATX,platinum,750,Semi,
Kingwin Lazer Platinum,,ATX,platinum,1000,Semi,
Apevia ATX-RP500W,,ATX,,500,False,
SeaSonic SS-750HT Silver,,ATX,silver,750,False,
Thermaltake Toughpower Grand,,ATX,platinum,850,Full,
Thermaltake EVO_Blue,,ATX,,750,Full,
Thermaltake Toughpower XT,,ATX,platinum,1275,Semi,
In Win Commander III,,ATX,gold,700,Semi,
Zalman ZM600-HP,,ATX,,600,Full,
Zalman 1250 Platinum,,ATX,platinum,1250,Semi,
Thermaltake EVO_Blue,,ATX,gold,650,Semi,
Thermaltake EVO_Blue,,ATX,gold,650,Semi,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
NZXT HALE90 V2,,ATX,gold,1200,Full,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
SeaSonic M12II,,ATX,bronze,380,False,
LEPA B850-MA,,ATX,bronze,850,Semi,
Silverstone Strider,,ATX,bronze,600,False,
NZXT HALE82N 550W,,ATX,bronze,550,False,
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
NZXT HALE82,,ATX,bronze,850,Semi,
Antec Basiq,,ATX,plus,430,False,
Antec Signature,,ATX,bronze,850,Full,
Antec True Power,,ATX,bronze,750,Semi,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Apevia ATX-AS680W-BL,,ATX,,680,False,
Apevia ATX-CB600W,,ATX,,600,False,
Apevia ATX-TL450W,,ATX,,450,False,
HEC HEC200SA2FX,,Mini ITX,,200,False,
HEC HP585D RETAIL,,ATX,,585,False,
HEC XPOWER585 RETAIL,,ATX,,585,False,
CoolMax CA-450,,ATX,,450,False,
CoolMax MP-550B,,ATX,plus,550,False,
CoolMax ZP-1000B,,ATX,bronze,1000,Semi,
Azza Titan,,ATX,bronze,1000,False,
Enermax EES400AWT_II,,ATX,plus,400,False,
Enermax EMD625AWT_II,,ATX,bronze,625,Full,
Enermax ERV1020EWT,,ATX,silver,1020,Full,
Enermax ERV920EWT,,ATX,silver,920,Full,
Enermax ETK500AWT,,ATX,,500,False,
In Win Commander,,ATX,plus,1200,Full,
OCZ EliteXStream,,ATX,plus,1000,False,
OCZ StealthXstream II,,ATX,plus,700,False,
SeaSonic SSP-350ST,,ATX,bronze,350,False,
Raidmax RX-1200AE,,ATX,bronze,1200,Semi,
Sparkle SPI460PFB2-MC2,,ATX,plus,460,False,
Raidmax RX-380K,,ATX,,380,False,
FSP Group FSP300-60GHS(85),,SFX,bronze,300,False,
Rosewill Stallion,,ATX,,450,False,
Rosewill RV2-500,,ATX,,500,False,
Rosewill RV2-700,,ATX,,700,False,
Rosewill RV350-2,,ATX,,350,False,
Silverstone Strider,,ATX,silver,1000,Full,
Silverstone Strider,,ATX,plus,1200,Full,
Silverstone Strider,,ATX,plus,400,False,
Sunbeam PSU-ECO750-US-BL,,ATX,plus,750,False,
Thermaltake EVO_Blue,,ATX,,550,Full,
XFX Black Edition,,ATX,silver,750,Full,
SeaSonic SS-350ET Bronze,,ATX,bronze,350,False,
Enermax REVOLUTION X't,,ATX,gold,730,Semi,
SeaSonic SS-300SFD,,SFX,plus,300,False,
Deepcool PM550D,,ATX,gold,550,False,Black
Rosewill Quark 1200,,ATX,platinum,1200,Full,
SeaSonic SSP-450RT,,ATX,gold,450,False,
Kingwin Lazer Platinum,,ATX,platinum,650,Semi,
Topower ZU-650W,,ATX,,650,False,
CoolMax ZU-700B,,ATX,bronze,700,Semi,
FSP Group ATX400-PNT,,ATX,,400,False,
Sparkle ATX-450PN,,ATX,,450,False,
Sparkle SCC-750AF,,ATX,gold,750,Full,
LEPA B550-SA,,ATX,bronze,550,False,
VisionTek 900346,,ATX,,500,False,
be quiet! STRAIGHT POWER E9 | 500W,,ATX,gold,500,False,
Cooler Master Elite,,ATX,,400,False,
Sparkle ATX-400PA,,ATX,,400,False,
FSP Group AU-1200PRO,,ATX,gold,1200,False,
Sparkle GW-EPS1000DA,,ATX,gold,1000,Semi,
EVGA SuperNOVA NEX1500 Classified,,ATX,gold,1500,Full,
CoolMax ZU-800B,,ATX,bronze,800,Semi,
CoolMax ZU-900B,,ATX,bronze,900,Semi,
Zalman LE,,ATX,,400,False,
be quiet! Straight Power E9,,ATX,gold,600,False,
PC Power & Cooling S75CF,,ATX,plus,750,False,
Enermax ETL450AWT-M,,ATX,bronze,450,Semi,
CoolMax RM-1000B,,ATX,,1000,False,
Super Flower Leadex V Pro,,ATX,gold,850,Full,White
Silverstone Strider,,ATX,gold,1000,Full,
Logisys PS550AC,,ATX,,550,False,
Sparkle FSP300-60THA,,ATX,,300,False,
GAMDIAS ASTRAPE P1 G,,ATX,gold,650,Full,Black / Multicolor
Cougar DX600,,ATX,plus,600,False,
Diablotek PHD550,,ATX,,550,False,
Diablotek PSDA500,,ATX,,500,False,
Diablotek PSDA350,,ATX,,350,False,
Diablotek PSDA400,,ATX,,400,False,
Diablotek PSDA600,,ATX,,600,False,
Rosewill Fortress,,ATX,platinum,450,False,
Xion XON-1250P14HE,,ATX,,1250,False,
Xion AXP-850R14N,,ATX,,850,False,
Xion XON-800R14N,,ATX,,800,Full,
StarTech ATXPW500PRO2,,ATX,,500,False,
StarTech ATXPOW350PRO,,ATX,,350,False,
StarTech ATX2PW530PRO,,ATX,bronze,530,False,
StarTech ATXPW350DELL,,ATX,,350,False,
Xion AXP-700W14FG,,ATX,gold,700,Full,
Xion AXP-1000R14HE,,ATX,bronze,1000,Full,
NZXT HALE90 V2,,ATX,gold,850,Full,
StarTech ATX2POW450HS,,ATX,,450,False,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
Azza PSAZ-1000PT14,,ATX,platinum,1000,Semi,
CoolMax CU-700B,,ATX,,700,Semi,
Aerocool GT-1050SG,,ATX,gold,1050,Semi,
LEPA G1200-MA,,ATX,gold,1200,Semi,
Zalman 1000-HP Plus,,ATX,silver,1000,Full,
Sentey MBP HM,,ATX,bronze,650,Semi,Black
Sentey MBP HM,,ATX,bronze,1000,Semi,Black
XFX P1-650X-XXB9,,ATX,bronze,650,Semi,
XFX P1-850X-XXB9,,ATX,bronze,850,Semi,
Kingwin Lazer,,ATX,plus,750,Full,
PC Power & Cooling PPCT860,,ATX,plus,860,False,
Kingwin Lazer,,ATX,bronze,850,Semi,
Kingwin Lazer Gold,,ATX,gold,550,Full,
Kingwin MK,,ATX,,750,False,
FSP Group Raider 450,,ATX,bronze,450,False,
be quiet! Pure Power 9,,ATX,silver,400,False,
XFX P1-650S-CAB9,,ATX,bronze,650,False,
PC Power & Cooling Silencer,,ATX,silver,910,False,
Sparkle Magna GOLD PRO,,ATX,gold,850,Semi,
Silverstone Strider,,ATX,gold,850,Semi,
FSP Group FSP300-60GHT,,TFX,plus,300,False,
FSP Group FSP300-60GHS-R,,SFX,plus,300,False,
XClio GreatPower,,ATX,plus,500,Full,
FSP Group ZEN 400,,ATX,bronze,400,False,
FSP Group SAGA+ 500R,,ATX,,500,False,
FSP Group SAGA+ 400R,,ATX,,400,False,
Broadway Com Corp OKIA-BLACK-680,,ATX,,680,False,
SHARKOON WPM Bronze,,ATX,bronze,400,Semi,
Enermax Platimax D.F.,,ATX,platinum,850,Full,
Enermax ENP350AST,,ATX,,350,False,
PC Power & Cooling T12W,,ATX,,1200,False,
Enermax ENP550AWT,,ATX,,550,False,
Kingwin Lazer Platinum,,ATX,platinum,550,Semi,
Thermaltake Toughpower Grand,,ATX,gold,650,Full,
Silverstone Strider,,ATX,silver,500,False,
be quiet! Power Zone,,ATX,bronze,750,Full,
PC Power & Cooling Silencer Mk II,,ATX,bronze,650,False,
XClio Goodpower 750W,,ATX,bronze,750,Full,
Rosewill PHOTON 1350,,ATX,gold,1350,Full,Black
Enermax REVOLUTION DUO,,ATX,gold,500,False,
Rosewill Tachyon,,ATX,platinum,550,Semi,
Rosewill Tachyon,,ATX,platinum,750,Semi,
Rosewill Capstone G1200,,ATX,gold,1200,Semi,
Solid Gear SDGR-900E,,ATX,,900,False,
FSP Group AURUM 92+,,ATX,platinum,550,Semi,
OCZ Fatal1ty,,ATX,bronze,750,Full,
LEPA MaxGold,,ATX,gold,500,False,
LEPA MX-F1,,ATX,,350,False,
Athena Power AP-MFATX35,,Mini ITX,bronze,350,False,
FSP Group PT1200FM,,ATX,platinum,1200,Full,
Cooler Master VSM,,ATX,gold,750,Semi,
In Win Commander II,,ATX,bronze,1200,Full,
Logisys PS550E12,,ATX,,550,False,
Logisys PS480X2,,ATX,,480,False,
Logisys PS575XBK,,ATX,,575,False,
Rosewill ARC M450,,ATX,bronze,450,Semi,
Topower GAPS-500LX,,ATX,,500,False,
Xion EN-600F12,,ATX,,600,False,
Nfortec Sagitta RGB,,ATX,gold,1050,Full,Black
Thermaltake Toughpower Grand,,ATX,gold,1050,Full,
Thermaltake Toughpower Grand,,ATX,gold,1200,Full,
LEPA G1000-MB,,ATX,gold,1000,Full,
In Win Glacier,,ATX,gold,900,Semi,
Fractal Design Tesla R2,,ATX,gold,500,False,
BitFenix Fury,,ATX,gold,550,Semi,
Fractal Design Tesla R2,,ATX,gold,500,False,
Fractal Design Tesla R2,,ATX,gold,650,False,
